"name","converted_modelid"
Imperial_Gears,"28"
Imperial_Trooper,"167"
Impervious_Chariot,"30"
Impish_Bats,"4"
Imp_Bandsman,"190"
Incendiary_Bombs,"35"
Incubus_Bats_BT,"4"
Indich,"15"
Indrik,"179"
Infected_Wamoura,"16"
Infernal_Weapon,"195"
Inferno_Demon,"170"
Ingaevon,"199"
Ingester,"116"
Ingurgitator,"109"
Inhumer,"52"
Intulo,"69"
Inugami,"108"
Invincible_Shield,"3"
Invulnerable_Mazzgozz,"100"
Iqi-Balam,"198"
Irate_Sheep,"84"
Iriri_Samariri,"19"
Iriz_Ima,"202"
Ironclad_Cleaver,"89"
Ironclad_Executioner,"89"
Ironclad_Observer,"91"
Ironclad_Pulverizer,"90"
Ironclad_Severer,"89"
Ironclad_Smiter,"89"
Ironclad_Sunderer,"89"
Ironclad_Triturator,"90"
Ironshell,"100"
Iron_Bomb,"255"
Iron_Maiden,"48"
Iron_Quadav,"141"
Iron_Ram_Knight,"0"
Irrlicht,"167"
Iruci,"52"
Isgebind,"97"
Island_Rarab,"13"
Isonade,"92"
Itzpapalotl,"16"
Ivory_Lizard,"73"
Ixtab,"112"
Ixaern_drg,"96"
Ixghrah,"145"
Ixzdei_BLM,"134"
Jabbrox_Grannyguise,"63"
Jabkix_Pigeonpecs,"62"
Jackpot,"156"
Jack_of_Batons,"175"
Jack_of_Coins,"175"
Jack_of_Cups,"175"
Jack_of_Swords,"175"
Jaculus,"209"
Jaded_Jody,"126"
Jagd_Doll,"48"
Jaggedy-Eared_Jack,"12"
Jagidbod_of_Clan_Reaper,"101"
Jagidbods_Warmachine,"172"
Jagil,"93"
Jaguarundi,"111"
Jailer_of_Faith,"14"
Jailer_of_Fortitude,"145"
Jailer_of_Hope,"130"
Jailer_of_Justice,"17"
Jailer_of_Love,"124"
Jailer_of_Prudence,"128"
Jailer_of_Temperance,"134"
Jajaro,"77"
Jakko,"191"
Jala,"27"
Jalyaat,"97"
Jammer_Leech,"20"
Jasconius,"96"
Jasweem,"4"
Jazaraat,"105"
Jeduah,"199"
Jelly_KT_GM,"36"
Jeumouque_B_DAurphe,"34"
Jeunoraider_Gepkzip,"22"
Jidra,"132"
Jii_Xai_the_Rimebladed,"53"
JiFhu_Infiltrator,"30"
JiGho_Ageless,"156"
JiKhu_Towercleaver,"27"
Jnun_AR,"65"
Jolly_Green,"40"
Jormungand,"97"
Jorporbor_the_Hellraker,"149"
Jotunn_Gatekeeper,"191"
Jotunn_Hallkeeper,"130"
Jotunn_Ruffian,"15"
Jotunn_Wallkeeper,"195"
Jotunn_Wildkeeper,"191"
Jubjub,"189"
Judicator_Demon_UR,"229"
Juggler_Hecatomb,"227"
Jugner_Funguar,"120"
Jumbo_Rafflesia,"232"
Jungle_Coeurl,"111"
Taquedes_Wyvern,"249"
Juu_Duzu_the_Whirlwind,"76"
Juu_Zeni_the_Poisonmist,"75"
K22B6-LAMIA,"118"
K22H3-LAMIA,"111"
K22P2-LAMIA,"119"
K23H1-LAMIA,"108"
Ka_war,"20"
Kadjaya,"11"
Kadraeth_the_Hatespawn,"239"
Kagetora,"14"
Kaiser_Behemoth_S,"148"
Kalamainu,"73"
Kaliya,"177"
Kampe,"195"
Kamlanaut,"31"
Kaneakeluh,"32"
Kappa_Akuso,"19"
Kappa_Biwa,"58"
Kappa_Bonze,"47"
Karababa,"92"
Karakul,"85"
Karashix_Swollenskull,"63"
Karazahm,"174"
Kari,"130"
Karkadann,"178"
Karkatakam,"103"
Karkinos,"102"
Kayeel-Payeel,"9"
Kazan_the_Peerless,"59"
KaGhi_Trovetaker,"152"
KaNha_Jabbertongue,"149"
Kedgebelly_Kate,"124"
Keeneyed_Aufwuf,"116"
Keeper_of_Halidom,"40"
Keesha_Poppo,"160"
Kee_Taw_the_Nightingale,"79"
Kelp_Crab,"100"
Kelp_Kulshedra,"97"
Kelp_Pugil,"92"
Keratyrannos,"185"
Keremet,"83"
Kerkopes,"160"
Ketea,"128"
Ketos,"92"
Kettenkaefer,"152"
Kfghrah_whm,"145"
Khadem_Quemquoma,"195"
Khalamari,"16"
Khalkotaur,"80"
Kharon,"222"
Khimaira,"13"
Khimaira_13,"13"
Khimaira_14X,"13"
Khromasoul_Bhurborlor,"168"
Khroma_Quadav,"106"
Kikklix_Longlegs,"62"
Kilhwch,"13"
Kilioa,"72"
Killer_Bee,"17"
Killer_Mushroom,"120"
Killing_Claw,"28"
Killing_Weapon,"195"
Kindred_Bard,"244"
Kindred_Beastmaster,"235"
Kindred_Black_Mage,"243"
Kindred_Dark_Knight,"186"
Kindred_Dragoon,"230"
Kindred_Monk,"235"
Kindred_Ninja,"186"
Kindred_Paladin,"230"
Kindred_Ranger,"235"
Kindred_Red_Mage,"244"
Kindred_Samurai,"186"
Kindred_Summoner,"243"
Kindreds_Avatar,"23"
Unbridled_Ungeweder,"102"
Kindreds_Vouivre,"142"
Kindreds_Wyvern,"249"
Kindred_Thief,"230"
Kindred_Warrior,"235"
Kindred_White_Mage,"244"
Kinepikwa,"223"
Kingslayer_Doggvdegg,"27"
King_Apkallu,"187"
King_Arthro,"101"
King_Behemoth,"148"
King_Buffalo,"77"
King_Goldemar,"47"
King_of_Batons,"175"
King_of_Coins,"175"
King_of_Cups,"175"
King_of_Swords,"175"
King_Vinegarroon,"28"
King_Zagan,"230"
Kirata,"52"
Kirin,"147"
Kirins_Avatar,"27"
Kirlirger_the_Abhorrent,"149"
Kirtimukha,"232"
Kissing_Leech,"20"
Kloesse,"20"
Knight_Crab,"100"
Knight_Crawler_BT,"140"
Knii_Hoqo_the_Bisector,"58"
Knoll_Clionid,"76"
Knotty_Treant,"132"
Koenigstiger,"52"
Koghatu,"242"
Koios,"26"
Koo_Buzu_the_Theomanic,"84"
Koo_Rahi_the_Levinblade,"58"
Koo_Saxu_the_Everfast,"60"
Korrigan,"45"
Korroloka_Leech,"20"
Arch_GuDha_Effigy,"35"
KoDho_Cannonball,"30"
Kraken,"96"
Kreutzet,"80"
Krinahal,"96"
Kronprinz_Behemoth,"148"
Kudagitsune,"113"
Kudjreel,"168"
Kuftal_Digger,"168"
Kukki-Chebukki,"156"
Kukulkan,"224"
Kulili,"164"
Kulshedra,"97"
Kumbaba,"132"
Kur,"164"
Kurrea,"71"
Kurt,"15"
Kusa,"178"
Kutharei,"162"
Kuu_Xuka_the_Nimble,"59"
KuJhu_Graniteskin,"134"
KuTya_Hotblood,"139"
Kyo,"80"
Laa_Heha_the_Falconer,"53"
Laa_Vaqu_the_Sutler,"65"
Laa_Yaku_the_Austere,"60"
Labyrinth_Leech,"20"
Labyrinth_Lizard_GT,"72"
Labyrinth_Manticore,"146"
Labyrinth_Scorpion,"28"
Ladon,"142"
Ladybug,"226"
Lady_Lilith,"141"
Lagoon_Sahagin,"40"
Lahama,"97"
Laila,"2"
Laisavie_X_Berlends,"5"
Lake_Sahagin,"50"
Lambton_Worm,"235"
Lamenter,"92"
Lamia_Bellydancer,"117"
Lamia_Bowyer,"110"
Lamia_Chaukidar,"120"
Lamia_Commandress,"117"
Lamia_Dancer,"117"
Lamia_Dartist,"111"
Lamia_Deathdancer,"120"
Lamia_Exon,"118"
Lamia_Fatedealer,"119"
Lamia_Freebooter,"119"
Lamia_Graverobber,"118"
Lamia_Idolater_drk,"197"
Lamia_Immolator,"118"
Lamia_Jaeger,"111"
Lamia_Necromancer_AR,"118"
Lamia_No11,"121"
Lamia_No13,"108"
Lamia_No14,"121"
Lamia_No15,"119"
Lamia_No17,"109"
Lamia_No18,"119"
Lamia_No19,"118"
Lamia_No2,"111"
Lamia_No21,"118"
Lamia_No24,"117"
Lamia_No27,"116"
Lamia_No3,"116"
Lamia_No34,"111"
Lamia_No4,"119"
Lamia_No9,"117"
Lamia_Palace_Guard_rng,"113"
Lamia_Prosector,"118"
Lamia_Rover,"119"
Lamia_Sharper,"119"
Lamias_Avatar,"23"
Lamias_Elemental,"15"
Lamias_Skeleton,"222"
Lamia_Toxophilite_AR,"113"
Lamie_Bellydancer,"117"
Lamie_Deathdancer,"120"
Lamie_Necromancer,"118"
Lamie_No7,"120"
Lamie_No8,"113"
Lamie_No9,"117"
Lamie_Toxophilite,"113"
Lamina,"199"
Lancelord_Gaheel_Ja,"245"
Lancet_Jagil,"93"
Land_Crab,"100"
Land_Pugil,"92"
Land_Worm,"168"
Lanky_Lenglen,"192"
Large_Box,"3"
Larva,"140"
Larzos,"27"
Lava_Bomb,"24"
La_Theine_Liege,"192"
La_Vaule_Pugil,"92"
La_Velue,"200"
Lead_Quadav,"145"
Leaping_Lizzy,"72"
Leech,"20"
Leech_King,"20"
Legendary_Weapon,"222"
Locus_Lemures,"112"
Lentor,"229"
Leonoyne,"2"
Lerren,"200"
Leshachikha,"136"
Leshonki,"136"
Leshy,"132"
Lesser_Arimaspi,"9"
Lesser_Colibri,"184"
Lesser_Gaylas,"4"
Lesser_Manticore,"146"
Lesser_Roc,"80"
Lesser_Wivre,"185"
Leujaoam_Worm,"170"
Leviathan_Prime,"27"
Lewenhart,"13"
Ley_Clionid,"76"
Lhu_Mhakaracca,"13"
Libran_Caster,"13"
Lich,"52"
Lich_C_Magnus,"64"
Licorice,"7"
Lightning_Gremlin,"212"
Lightning_Wyvern,"142"
Lightsteel_Quadav,"142"
Light_Elemental,"186"
Likho,"8"
Lilisette,"143"
Lilith_Ascendant,"142"
Lil_Apkallu,"187"
Limestone_Hare,"13"
Limicoline_Crab,"100"
Lindwurm,"61"
Lioumere,"68"
Liquified_Einherjar,"7"
Lividroot_Amooshah,"126"
Living_Statue,"48"
Living_Staves,"206"
Llamhigyn_Y_Dwr,"64"
Lobais,"3"
Lobison,"241"
Lockbuster_Zapdjipp,"22"
Logi,"26"
Long-Armed_Chariot,"33"
Long-Barreled_Chariot,"31"
Long-Bowed_Chariot,"31"
Long-Gunned_Chariot,"33"
Long-Horned_Chariot,"31"
Longarmed_Gottditt,"112"
Loo_Hepe_the_Eyepiercer,"61"
Loo_Kutto_the_Pensive,"30"
Lord_of_Onzozo,"96"
Lord_Varney,"53"
Lorelei,"238"
Lost_Soul_blm,"52"
Lou_Carcolh,"229"
Luaith,"255"
Ludwig,"3"
Lugarhoo,"242"
Lugat,"112"
Luison,"241"
Lumbering_Lambert,"88"
Lumber_Jack,"153"
Luminous_Coalescence,"14"
Lunantishee,"124"
Lurklox_Dhalmelneck,"62"
Lusca,"16"
Lutete,"3"
Lycopodium,"199"
Lyncean_Juwgneg,"22"
Lynx_MMS,"198"
Maahes,"159"
Maat_mnk,"250"
Maats_Avatar,"26"
Maats_Pet,"45"
Maats_Wyvern,"24"
Maa_Febi_the_Steadfast,"58"
Maa_Illmu_the_Bestower,"60"
Maa_Zaua_the_Wyrmkeeper,"57"
Macan_Gadangan,"111"
Macha,"189"
Macroplasm,"36"
Madthrasher_Zradbodd,"125"
Mad_Bomber,"26"
Mad_Fox,"108"
Mad_Sheep,"84"
Maere,"121"
Magicked_Bones_club,"60"
Magic_Flagon,"156"
Magic_Jar,"156"
Magic_Jug,"156"
Magic_Millstone,"157"
Magic_Pot,"156"
Magic_Shields,"213"
Magic_Sludge,"187"
Magic_Urn,"156"
Magma,"25"
Magmatic_Eruca,"150"
Magnes_Quadav,"149"
Maharaja,"52"
Mahisha,"79"
Mahjlaef_the_Paintorn,"240"
Maighdean_Uaine,"136"
Makara,"92"
Makki-Chebukki,"155"
Malboro,"124"
Maldaramet_B_DAurphe,"26"
Maledict_Millstone,"157"
Malefic_Fencer,"195"
Malicearm_Razbhobb,"2"
Maltha,"36"
Mammet-19_Epsilon,"237"
Mammet-22_Zeta,"238"
Mammet-800,"238"
Mammet_Master,"238"
Mamook_Crab,"100"
Mamook_Mush,"36"
Mamool_Ja,"73"
Mamool_Ja_Bloodsucker,"20"
Mamool_Ja_Blusterer,"90"
Mamool_Ja_Bounder,"71"
Mamool_Ja_Breeder,"71"
Mamool_Ja_Cataphract,"79"
Mamool_Ja_Chamberlain,"90"
Mamool_Ja_Conservator,"83"
Mamool_Ja_Diver,"19"
Mamool_Ja_Entrancer,"69"
Mamool_Ja_Executioner_wh,"98"
Mamool_Ja_Farrier,"91"
Mamool_Ja_Fetial,"94"
Mamool_Ja_Frogman,"58"
Mamool_Ja_Handler,"76"
Mamool_Ja_Hospitaler,"91"
Mamool_Ja_Hussar,"245"
Mamool_Ja_Infiltrator,"83"
Mamool_Ja_Lurker,"67"
Mamool_Ja_Mahout,"71"
Mamool_Ja_Mimer,"67"
Mamool_Ja_Mimicker,"71"
Mamool_Ja_Palatine,"67"
Mamool_Ja_Philosopher,"90"
Mamool_Ja_Pikeman,"82"
Mamool_Ja_Ravager,"72"
Mamool_Ja_Recruit,"71"
Mamool_Ja_Sapper,"83"
Mamool_Ja_Savant,"91"
Mamool_Ja_Sophist,"95"
Mamool_Ja_Spearman,"80"
Mamool_Ja_Spotter,"72"
Mamool_Ja_Stabler,"78"
Mamool_Ja_Strapper,"73"
Mamool_Jas_Lizard,"72"
Mamool_Jas_Raptor,"61"
Mamool_Jas_Wyvern,"24"
Mamool_Ja_Trainee_nin,"83"
Mamool_Ja_Treasurer,"90"
Mamool_Ja_Warder_nin,"83"
Mamool_Ja_Zenist,"83"
Mandragora,"44"
Maneating_Hornet,"16"
Manes,"112"
Mangy-tailed_Marvin,"12"
Avatar_Icon,"36"
Manigordo,"200"
Manipulator,"48"
Manohra,"189"
Manticore,"146"
Manticore-X,"146"
Mantrap,"65"
Marauder_Dvogzog,"112"
Marchelute,"31"
Marchosias,"108"
Mareyamad,"94"
Margygr,"220"
Marid,"202"
Marid-X,"202"
Mariehene,"226"
Marine_Dhalmel,"76"
Mariselles_Pupil,"112"
Maritime_Peiste,"223"
Marquis_Allocen,"230"
Marquis_Amon,"233"
Marquis_Andras,"235"
Marquis_Andrealphus,"229"
Marquis_Cimeries,"235"
Marquis_Decarabia,"244"
Marquis_Forneus,"240"
Marquis_Gamygyn,"186"
Marquis_Nebiros,"243"
Marquis_Orias,"243"
Marquis_Sabnak,"230"
Marsh_Funguar,"120"
Marsh_Murre,"189"
Marsh_Sahagin,"19"
Martial_Maestro_Megomak,"179"
Maruna-Kurina,"11"
Masan,"20"
Master_Coeurl,"111"
Matron_Crawler,"140"
Mature_Treant,"132"
Mauled_Murdock,"112"
Mauthe_Doog_BD,"108"
Maximilian,"26"
Maymun_09,"190"
Maymun_21,"185"
Maymun_27,"202"
Maymun_33,"185"
Maymun_53,"190"
Maymun_74,"202"
May_Fly,"192"
Maze_Lizard,"72"
Maze_Maker,"169"
Maze_Scorpion,"28"
Meanderer,"86"
Meat_Maggot,"140"
Mechanical_Menace,"242"
Meditator,"97"
Medium_Box,"3"
Medusa,"73"
Mee_Deggi_the_Punisher,"68"
Megalobugard,"71"
Megalotaur,"80"
Megamaw_Mikey,"171"
Megantereon,"52"
Megapod_Megalops,"100"
Melo_Melo,"81"
Memory_Receptacle_PH,"78"
Mercurial_Makara,"92"
Merrow_Bladedancer,"135"
Merrow_Cantatrice,"134"
Merrow_Chantress,"133"
Merrow_Icedancer,"133"
Merrow_Kabukidancer,"136"
Merrow_No11,"136"
Merrow_No12,"134"
Merrow_No16,"134"
Merrow_No5,"134"
Merrow_Seafarer,"133"
Merrow_Shadowdancer,"133"
Merrow_Shiranuhi,"136"
Merrow_Songstress,"134"
Merrow_Typhoondancer,"136"
Merrow_Wavedancer,"132"
Mesa_Wivre,"185"
Metallic_Slime,"36"
Metalloid_Amoeba,"36"
Metal_Crab,"100"
Metaquadav_Black_Mage,"157"
Metaquadav_Dark_Knight,"143"
Metaquadav_Paladin,"145"
Metaquadav_Red_Mage,"158"
Metaquadav_Thief,"152"
Metaquadav_Warrior,"137"
Metaquadav_White_Mage,"159"
Meteormauler_Zhagtegg,"119"
Meteor_Quadav,"29"
Metsanhaltija,"136"
Metsanneitsyt,"136"
Meww_the_Turtlerider,"38"
Microplasm,"36"
Midnight_Wings,"4"
Mielikki,"139"
Mieuseloir_B_Enchelles,"0"
Mighty_Rarab,"13"
Migrant_Russula,"120"
Migratory_Hippogryph,"193"
Mikhe_Aryohcha,"2"
Mikilulu,"20"
Mikiluru,"20"
Mikirulu,"20"
Mikiruru,"20"
Mildaunegeux,"217"
Millenary_Mossback,"144"
Million_Eyes_DR,"128"
Mimas,"208"
Mimic,"3"
Minaruja,"197"
Minax_Bugard,"72"
Mindcraver,"52"
Mindertaur,"79"
Mindgazer,"128"
Minds-eyed_Klugwug,"101"
Mineral_Eater,"170"
Miner_Bee,"16"
Mine_Crab,"100"
Mine_Scorpion,"28"
Minotaur,"79"
Mint_Custard,"8"
Mischievous_Micholas,"160"
Miser_Murphy,"112"
Mist_Lizard,"72"
Mithran_Automaton,"228"
Mithraslaver_Debhabob,"23"
Mighrah,"137"
MiRhe_Whisperblade,"28"
Moblin_Aidman,"180"
Moblin_Ashman,"184"
Moblin_Billionaire,"184"
Moblin_Chapman,"175"
Moblin_Clergyman,"176"
Moblin_Coalman,"181"
Moblin_Draftsman,"179"
Moblin_Dustman,"184"
Moblin_Engineman,"183"
Moblin_Fantocciniman,"179"
Moblin_Gasman,"176"
Moblin_Groundman,"185"
Moblin_Gurneyman,"187"
Moblin_Millionaire,"179"
Moblin_Pickman,"169"
Moblin_Pikeman,"170"
Moblin_Ragman,"169"
Moblin_Repairman,"170"
Moblin_Roadman,"174"
Moblin_Rodman,"170"
Moblin_Scalpelman,"187"
Moblin_Tankman,"179"
Moblin_Topsman,"173"
Moblin_Wisewoman,"170"
Moblin_Witchman,"175"
Moblin_Workman,"172"
Moblin_Yardman,"172"
Mobpix_Mucousmouth,"62"
Mocking_Colibri,"184"
Mokka,"191"
Mokke,"191"
Mokku,"191"
Mokkuralfi,"8"
Mokkurkalfi,"176"
Mokumokuren,"128"
Mold_Bats,"4"
Mold_Eater,"170"
Molech,"79"
Mole_Crab,"100"
Molted_Bugard,"71"
Molted_Lindwurm,"61"
Molted_Mamool_Ja,"83"
Molted_Puk,"208"
Molted_Ziz,"33"
Moltenox_Stubthumbs,"64"
Molybiton,"189"
Momowa,"188"
Monarca_de_Altepa,"116"
Monarch_Ogrefly,"192"
Monitor,"58"
Moonfang_Warrior,"241"
Moon_Bat,"0"
Moor_Hound,"108"
Moo_Ouzi_the_Swiftblade,"86"
Morbid_Eye,"8"
Morbid_Molasses,"37"
Morblox_Chubbychin,"66"
Morbol,"124"
Morbolger,"124"
Morboling,"80"
Morbol_Emperor,"126"
Morbol_Menace,"124"
Morgawr,"96"
Morgmox_Moldnoggin,"66"
Morion_Worm,"170"
Morose_Marid,"202"
Morozko,"22"
Mortilox_Wartpaws,"66"
Moshdahn,"197"
Mosshorn,"88"
Moss_Eater,"13"
Mother_Globe,"59"
Motsognir,"47"
Mountain_Buffalo,"77"
Mountain_Clot,"38"
Mountain_Jubjub,"189"
Mountain_Scolopendrid,"195"
Mountain_Worm,"168"
Mourioche,"44"
Mouse_Bat,"0"
Mousse,"36"
Mouu_the_Waverider,"32"
Movamuq,"176"
Moxnix_Nightgoggle,"243"
Mud_Pugil,"92"
Mugger_Crab,"100"
Mummy,"60"
Muninn,"189"
Muq_Shabeel,"198"
Murrain_Chigoe,"183"
Mush,"36"
Mushussu_LO,"28"
Muu_Buxu_the_Elusive,"33"
Muu_Febi_the_Steadfast,"58"
MuGha_Legionkiller,"29"
MuNhi_Thimbletail,"148"
MuZha_Infernoblade,"158"
Mxghrah,"137"
Mycohopper,"120"
Myconid,"120"
Mycophile,"120"
Myriadeyes,"128"
Myrmeleontide,"166"
Myrmidon_Apu-apu,"160"
Myrmidon_Epa-epa,"160"
Myrmidon_Spo-spo,"160"
Mysticmaker_Profblix,"251"
Mystic_Avatar,"23"
Mystic_Weapon,"226"
Mythril_Golem,"176"
Mythril_Mouth_Monamaq,"184"
Mythril_Quadav,"143"
Myxomycete,"120"
Nachzehrer_war,"60"
Nahn,"101"
Nail_Bomb,"255"
Naja_Salaheem,"219"
Nakki,"64"
Namorodo,"52"
Namtar,"52"
Nanaa_Mihgo,"67"
Nannakola,"226"
Nanoplasm,"36"
Nantina,"40"
Napalm,"24"
Narasimha,"146"
Nareema,"93"
Nasus,"17"
Natrix,"4"
Naul,"79"
NaHya_Floodmaker,"29"
NaQba_Chirurgeon,"156"
Nebiross_Avatar,"28"
Necroplasm,"64"
Nee_Huxa_the_Judgmental,"58"
Nehebkau,"63"
Neman,"188"
Nemean_Lion,"13"
Nenaunir,"76"
Nenaunirs_Wife,"76"
Neogorger,"116"
Neoingester,"116"
Neoingurgitator,"116"
Neosatiator,"116"
Nephiyl_Keepcollapser,"130"
Nephiyl_Moatfiller,"128"
Nephiyl_Pinnacletosser,"195"
Nephiyl_Rampartbreacher,"191"
Nepionic_Bladmall,"81"
Nepionic_Parata,"81"
Nepionic_Soulflayer,"239"
Nest_Beetle,"152"
Nguruvilu,"208"
Nickel_Quadav,"139"
Nickur,"64"
Nicolaus,"7"
Nidhogg,"15"
Feraloxs_Slime,"36"
Nightmare_Bats_IC_UR,"4"
Nightmare_Bugard,"71"
Nightmare_Bunny,"13"
Nightmare_Cluster,"35"
Scourquix_Scaleskin,"62"
Nightmare_Crab,"100"
Nightmare_Crawler,"140"
Nightmare_Dhalmel,"76"
Nightmare_Diremite,"73"
Nightmare_Eft,"69"
Nightmare_Fly,"193"
Nightmare_Gaylas,"4"
Nightmare_Hippogryph,"85"
Nightmare_Hornet,"17"
Nightmare_Kraken,"97"
Nightmare_Leech,"21"
Nightmare_Makara,"93"
Nightmare_Mandragora,"44"
Nightmare_Manticore,"146"
Nightmare_Morbol,"124"
Nightmare_Raptor,"60"
Nightmare_Raven,"189"
Nightmare_Roc,"80"
Nightmare_Sabotender,"116"
Nightmare_Scorpion,"28"
Nightmare_Sheep,"84"
Nightmare_Snoll,"22"
Nightmare_Stirge,"0"
Nightmare_Taurus,"79"
Nightmare_Tiger,"52"
Nightmare_Uragnite,"81"
Nightmare_Vase,"156"
Nightmare_Weapon,"195"
Nightmare_Worm,"170"
Nightshade,"73"
Night_Bats,"4"
Night_Eft,"69"
Nihhus,"185"
Nihniknoovi,"188"
Nikilulu,"20"
Nimbus_Hippogryph,"85"
Nine_of_Batons,"175"
Nine_of_Coins,"175"
Nine_of_Cups,"175"
Nine_of_Swords,"175"
Ningishzida,"4"
Nio-A,"48"
Nio-Hum,"48"
Nipper,"100"
Nitro_Cluster,"34"
Nival_Raptor,"60"
Nix_Bladedancer,"135"
Nix_Songstress,"134"
Nix_Typhoondancer,"136"
Nix_Wavedancer,"132"
NiGhu_Nestfender,"132"
Noble_Mold,"120"
Noctonberry_Black_Mage,"209"
Noctonberry_Ninja,"181"
Noctonberry_Summoner,"206"
Noctonberry_Thief,"170"
Nocuous_Inferno,"180"
Noillurie,"10"
Nonno,"199"
Northern_Piranu,"193"
Northern_Shadow,"37"
Northern_Spriggan,"22"
Norvallen_Knight,"8"
Nosferatu,"53"
Nosferatu_Bats,"4"
Nosferatu_Murk,"79"
Nosferatu_Wolf,"108"
Novv_the_Whitehearted,"47"
NoBhu_Unyielding,"144"
NoMho_Crimsonarmor,"151"
NoMhos_Elite_Guard,"153"
Npfundlwa,"13"
Nue,"52"
Nuhn,"193"
Nunyenunc,"189"
Nunyunuwi,"176"
Nussknacker,"72"
Nutcracker,"160"
Nutmeg_Custard,"8"
Nuu_Gazo_the_Dirgerimer,"83"
Nuu_Kofu_the_Gentle,"71"
NuBhi_Spiraleye,"31"
Nyumomo,"11"
Oasis_Amoeban,"92"
Ob,"185"
Observant_Zekka,"188"
Observer,"59"
Ocean_Crab,"100"
Ocean_Jagil,"93"
Ocean_Kraken,"97"
Ocean_Pugil,"92"
Ocean_Sahagin,"30"
Ochre_Scorpion,"195"
Ochu,"124"
Odin,"37"
Odins_Fool,"190"
Odins_Jester,"191"
Odontotyrannus,"92"
Odqan,"34"
Odzmanouk,"15"
Offspring,"116"
Ogama,"64"
Oggbi,"3"
Ogler,"8"
Ogmios,"146"
Ogopogo,"27"
Ogrefly,"192"
Ogreish_Risotto,"36"
Ogrish_Pugil,"92"
Ogygos,"128"
Oil_Slick_CM,"36"
Oil_Spill,"36"
Okeanos,"128"
Oko,"177"
Olden_Treant,"132"
Old_Goobbue,"40"
Old_Opo-opo,"160"
Old_Professor_Mariselle,"112"
Old_Quadav,"133"
Old_Sabertooth,"52"
Old_Troll,"173"
Old_Two-Wings,"0"
Olla_Grande,"156"
Olla_Media,"156"
Olla_Pequena,"156"
Olyphant,"202"
Omega,"53"
Ominous_Weapon,"195"
Flesh_Eater_WS,"168"
Omhpemde,"127"
Omphuabo,"130"
Omxzomit,"16"
Omyovra,"124"
One-eyed_Gwajboj,"117"
Onibi,"8"
Oni_Carcass,"64"
Onki,"232"
Onryo,"112"
Onyx_Mine,"255"
Onyx_Quadav,"152"
Ooze,"36"
Ophion,"128"
Opo-opo_Heir,"160"
Opo-opo_Monarch,"160"
Oppressor,"32"
Orapodium,"156"
Orbital,"58"
Orcish_Augur,"125"
Orcish_Barricader,"172"
Orcish_Beastrider,"110"
Orcish_Bowshooter,"105"
Orcish_Brawler,"119"
Orcish_Carrier,"26"
Orcish_Champion,"121"
Orcish_Chasseur,"3"
Orcish_Colonel,"112"
Orcish_Cupholder,"2"
Orcish_Cursemaker,"116"
Orcish_Dragonbrander,"124"
Orcish_Dragoon,"124"
Orcish_Dreadnought,"115"
Orcish_Farkiller,"107"
Orcish_Fighter,"104"
Orcish_Fighterchief,"112"
Orcish_Firebelcher_D,"172"
Orcish_Flamethrower,"172"
Orcish_Fodder,"102"
Orcish_Footsoldier,"106"
Orcish_Gladiator,"120"
Orcish_Grappler,"112"
Orcish_Grunt,"100"
Orcish_Guard,"4"
Orcish_Hexspinner,"125"
Orcish_Impaler,"108"
Orcish_Imperial_Guard,"252"
Orcish_Mesmerizer,"109"
Orcish_Neckchopper,"103"
Orcish_Nightraider,"111"
Orcish_Officer,"27"
Orcish_Onager,"172"
Orcish_Overlord,"243"
Orcish_Panzer,"172"
Orcish_Predator,"114"
Orcish_Prophetess,"25"
Orcish_Protector,"117"
Orcish_Serjeant,"117"
Orcish_Stonechucker,"101"
Orcish_Stonelauncher,"172"
Orcish_Stormer,"0"
Orcish_Strategist,"255"
Orcish_Strongarm,"26"
Orcish_Transporter,"0"
Orcish_Trooper,"122"
Orcish_Turret,"114"
Orcish_Veteran,"113"
Orcish_Wallbreacher,"172"
Orcish_Warchief,"123"
Orcish_Warlord,"126"
Orcish_Wyrmbrander,"24"
Orcish_Zerker,"118"
Orctrap,"65"
Orcs_Wyvern,"24"
Orderly_Imp,"190"
Ore_Eater,"168"
Ore_Golem,"176"
Orichalcum_Quadav,"156"
Oriri_Samariri,"21"
Ormr,"164"
Orna,"166"
Ornamental_Weapon,"221"
Ornery_Orobon,"193"
Ornery_Sheep,"84"
Orobon_fished,"193"
Orochi,"4"
Orthrus,"2"
Ortlinde,"108"
Ose,"111"
Osschaart,"8"
Osschaarts_Automaton,"185"
Osschaarts_Avatar,"23"
Osschaarts_Bat,"0"
Osschaarts_Wyvern,"24"
Oupire,"53"
Ouryu,"98"
Ouzelum,"83"
Overgrown_Ivy,"124"
Overgrown_Rose,"124"
Overking_Apkallu,"187"
Overlord_Bakgodek,"243"
Overlords_Tombstone,"33"
Overseer,"89"
Over_Weapon,"195"
Ovinnik,"52"
Ovni,"124"
Owl_Guardian,"60"
Pachypodium,"73"
Padfoot,"84"
Pahh_the_Gullcaller,"30"
Pallas,"131"
Pallass_Tiger,"52"
Pallid_Percy,"88"
Palm_Crab,"100"
Pandemonium_Lamp,"49"
Pandemonium_Warden,"48"
Pantagruel,"130"
Pantokrator,"55"
Panurgic_Ryubool_Ja,"69"
Panzer_Doll,"48"
Panzer_Percival,"152"
Papako,"146"
